cefudec,cefudex,cefufer,cefuget,cefuker,cefumed,cefured,cefurex,cefusea,cefutex,cefuvex,cefuzel,cefuzen
beisartan,besartan,gensartan,leesartan,melsartan,neosartan,newsartan,telsartan,versartan,welsartan
bezogen,cefogen,fenogen,ferogen,hemogen,ketogen,levogen,renogen,senogen,vesogen
cefarex,cefavex,cefazex,cefevex,cefovex,ceftrex,cefudex,cefurex,cefutex,cefuvex
cefulab,cefulax,cefumac,cefumax,cefupak,cefurax,cefutam,cefutaz,cefuxal,cefuxan
ketohab,ketolac,ketoman,ketomax,ketonav,ketorac,ketoran,ketosan,ketoxam,ketozar
cefarex,ceftrex,cefudex,cefurax,cefured,cefurex,cefurox,cefutex,cefuvex
geoxime,kelxime,kepxime,medxime,newxime,penxime,seaxime,terxime,zenxime
hydrobet,hydroden,hydrodex,hydrofer,hydromel,hydropel,hydroper,hydrovex,hydrozen
ketocid,ketodix,ketofix,ketolit,ketomin,ketomix,ketotif,ketovid,ketoxil
ketodol,ketojos,ketolon,ketonob,ketonol,ketonov,ketotop,ketoxol,ketozol
lavoxin,lefoxin,levocin,levofin,levorin,levotin,levoxid,levoxin,levoxina
parabam,parajaz,paramax,paranat,parasan,paratam,paraway,paraxam,parazar
paradex,parafer,paragen,parajen,paralex,paramed,paraver,parazel,parazen
tazobet,tazodec,tazofed,tazogen,tazoget,tazonex,tazopen,tazovee,tazovex
astagen,bitagen,butagen,catagen,cutagen,optagen,sitagen,vitagen
cefaden,cefagen,cefazen,cefegen,cefiden,cefigen,cefogen,cefuzen
cefudex,cefulax,cefumax,cefurax,cefurex,cefurox,cefutex,cefuvex
ciprobay,ciprojaz,ciprolax,cipromar,cipromax,cipronat,ciprosan,ciprotam
ketobet,ketoden,ketogen,ketolex,ketomed,ketonep,ketorex,ketovex
ketoden,ketogen,ketojun,ketolon,ketoman,ketomin,ketoran,ketosan
levobet,levocec,levocer,levogen,levomed,levomef,levores,levoxel
levocin,levocit,levofin,levorin,levoriz,levotin,levoxid,levoxin
acetadol,betadol,cetadol,cetamol,cetodol,cetradol,ketadol
aeprazole,esprazole,geoprazole,giprazole,goprazole,peprazole,zeprazole
aeprazole,esprazole,giprazole,goprazole,peprazole,viprazole,zeprazole
aeprazole,mepazole,meprazol,omeprazole,peprazole,qmeprazole,zeprazole
aviclav,axiclav,haiclav,mabiclav,paxiclav,raniclav,rapiclav
axiclav,coxiclav,goxiclav,paxiclav,roxiclav,vexiclav,voxiclav
betadol,betasol,cetadol,cetamol,ketadol,ketarol,retazol
cefaden,cefagen,cefamed,cefarex,cefavex,cefazen,cefazex
cefagen,cefegen,cefigen,cefogen,mefegen,sef3gen,zefegen
cefamed,cefdomed,cefpomed,ceframed,cefrimed,ceftamed,cefumed
cefarex,ceftrex,ceftrix,ceftrox,cefurax,cefurex,cefurox
cefazex,cefudex,cefurex,cefutex,cefuvex,cefuzel,cefuzen
cefotax,cefulax,cefumax,cefurax,cefutam,cefutaz,cefutex
cefuhil,cefumin,cefuvic,cefuvil,cefuvin,cefuxil,cefuxim
fadzole,haizole,jaczole,marzole,maxzole,panzole,ranzole
folicel,folifer,foligen,foliget,folijen,folimed,folimer
furoden,furogem,furogen,furomed,furonex,furoxen,furozep
ketodix,ketofix,ketolex,ketomax,ketomix,ketorex,ketovex
lavoxin,levocin,levofin,levorin,levotin,levoxin,lovorin
levocin,levofin,levorin,levoriz,levotin,levoxin,lovorin
muconil,mucopid,mucoriz,mucosil,mucosin,mucotil,mucovin
neurobe,neurofed,neurokem,neurolem,neurolev,neuromed,neuromet
neurobiz,neurocil,neurolin,neurolit,neuroliz,neurovit,neuroxin
nicarden,nicardin,nicargen,nicarpin,nicarsin,nicarson,nicarvin
aerolac,dyrolac,eurolac,marolac,sorolac,zirolac
cefuxal,cefuxan,cefuxil,cefuxim
celehil,celemic,celevid,celexib
centrex,cyntrex,pantrex,ventrex
centrex,pantrex,pemtrex,ventrex
cepimed,clopimed,coximed,ropimed
cepimed,coximed,heximed,leximed
cepimed,heximed,leximed,zefimed
cerosan,ferosal,ferosian,furosan
cetadol,cetamadol,cetamol,cetradol
cetadol,cetamol,cetradol,cetrasol
cetamol,medamol,peramol,teramol
cetamol,retazol,rextamol,tretamol
cetiair,ceticit,cetirid,cetizin
cetirid,cetirine,cetiron,cetizin
cetizine,levizine,lewizine,regizine
cetodol,ketodol,metidol,metocol
cholimax,clotimax,clovimax,colimax
cipromar,cipromax,cipromet,cipronat
claritin,flamitin,laritin,plaxitin
clavimox,clavmax,clavomax,clovimax
cleovate,clomate,clopate,clovate
cleovate,clovate,elevate,glevate
clindacin,clindaman,clindamit,clindaxin
clindacin,clindamit,clindavint,clindaxin
clobila,clofina,clopida,clovixa
clodin,clonin,clotin,cloxin
clomate,clopate,clovate,cloxane
clomate,clopate,clovate,florate
clotimax,logimax,lopimax,lotemax
conagen,dopagen,foragen,loragen
corzinc,morzinc,orazinc,orezinc
corzinc,morzinc,solzinc,sorzine
coxime,fixime,goxime,roxime
coximed,doximed,folimed,ropimed
coximed,doximed,heximed,leximed
coxin,cozin,dosin,doxin
coxin,dixin,dosin,doxin
coxin,dixin,doxin,fixin
dafenac,gofenac,lufenac,sofenac
dalamax,depamax,dexamax,dopamax
danavit,ganavit,natavit,ramavit
decosaph,diclosaph,digosaph,micosaph
demoxif,hemoxid,hemoxin,semoxil
devetam,leveram,levetaz,levexam
dexamak,dexamax,dexamet,dexamze
dexamet,hexamet,metamet,vexamet
dexolife,fefolife,levolife,nezolife
diamide,pramide,tramide,xzamide
diazole,drazone,frazole,urazole
diazole,giozole,jinzole,mizzole
diltimax,dutimax,multimax,ultimax
diltimax,dutimax,sitimax,ultimax
dobugen,dobumean,dobumed,dobumin
dobugen,dobumean,dobumin,dobusan
dobugen,rocugen,volugen,xorugen
dobulex,dobumax,dobumed,dobunex
dobumin,dobumine,dobutine,dobuzin
docetax,gocetam,gocetax,locetar
dolovit,folivit,holivit,rolavit
domicef,romicef,roxicef,zolicef
doxalin,doxiclin,doxollin,doxylin
doxiclin,doxyclen,doxycline,doxylin
doxid,doxie,doxil,doxin
drazone,frazole,furazone,urazole
drazone,frazole,prazome,urazole
dronate,isonate,neonate,zdonate
duobloc,esobloc,neobloc,probloc
dutimax,eurimax,furimax,nutrimax
eliflox,itiflox,quiflox,uniflox
enoclex,fenoflex,fenolex,venolex
enoxane,hemoxane,neoxane,sevoxane
enoxicam,moxicam,neoxicam,roxicam
eoferon,esmeron,iomeron,romeron
epoguard,feroguard,ketoguard,renoguard
erazide,evazine,grazine,kerazine
eroxene,euroxone,groxone,uroxine
eroxime,euroxime,groxime,uroxine
eroxime,ferexime,feroxim,teroxime
eroxime,feroxim,keroxim,teroxime
eroxime,geoxime,teroxime,terxime
eroxime,goroxime,groxime,oraxime
eroxime,groxime,oraxime,trixime
eroxime,groxime,teroxime,trixime
eroxime,teroxime,terxime,trixime
esmazol,kemazol,mamazol,womazol
esmeron,hameron,iomeron,romeron
eurolev,merolev,metrolev,neurolev
euroxime,euroxone,eurozine,uroxine
evoflox,inoflox,lenoflox,xenoflox
evoflox,inoflox,otoflox,sioflox
evoflox,lenoflox,levoflox,xenoflox
evorane,sevorane,sevotane,sevoxane
extocin,mytocin,oxytocin,xetocin
fadzole,farazole,flazole,frazole
fadzole,marzole,maxzole,medzole
farazole,frazole,furazone,urazole
fazolin,hazolin,tazocin,tazomin
febuday,febumax,febunaz,febusan
felizen,folazen,foligen,folijen
fencare,fenocare,fentare,ventcare
fenodix,fenofex,fenolex,fenorix
fenodix,fenofex,fenolex,penodex
fenodix,fenolex,fenolit,fenorix
fenofex,fenoflex,fenolex,venolex
fenofex,fenolex,penodex,venolex
fenogen,ferogen,ferrogen,furogen
fenogen,renogen,renozen,senogen
fenolex,ketolex,mefolex,venolex
fenosol,ferosal,ferosol,ferosul
ferclav,genclav,lezclav,wesclav
ferogen,ketogen,letrogen,levogen
ferosal,ferosea,ferosol,ferosul
ferosal,ferosol,ferosul,ferrosul
fexophil,ketophil,melophil,merophil
ficuzole,fucozole,nicozole,ricozole
finox,ginox,inox,zinox
florvast,korvast,lorfast,lorvasc
flucel,flusel,flutel,fluzel
foladin,folaxin,golamin,soladin
folicap,folimax,folinav,folitan
folicel,folicon,foligen,folijen
folifer,foligen,folijen,solifen
foligen,foliget,fuliget,zoliget
foligen,kaligen,soligen,zoligen
foliget,zoligen,zoliget,zologet
folimax,folimed,folimer,folimom
folivit,holivit,robivit,rolavit
foragen,loragen,paragen,teragen
foragen,loragen,vorigen,xorugen
frazole,itrazole,trizole,urazole
fucicort,mupicort,unicort,zudicort
furogen,purogen,urogen,ursogen
furoxen,purogen,puroxan,puroxel
fusedex,fusidek,fusidex,fusimex
gasidone,gavixone,guavidone,havidone
gastorid,gastride,gastrim,gastriv
gastride,gastrim,gastrium,gastriv
gastrohex,gastrolex,gastromax,gastromec
gemtabin,gentamin,gentavin,gentaxin
gemzole,genzole,giozole,grozole
gemzole,genzole,medzole,metzole
genzole,jinzole,panzole,ranzole
genzole,medzole,menizole,metzole
geokast,leukast,seakast,zenkast
geoxone,gioxone,goxone,groxone
gesidol,metidol,nepidol,relidol
glucomin,gluconil,glucosil,glucotin
gofenac,lofenax,lufenac,sofenac
gogesic,progesic,rongesic,togesic
gopramide,ipramide,koramide,pramide
goracet,loraget,lorazet,lovacet
haizole,marzole,panzole,pharzole
hemoden,ketoden,meroden,metoden
hemofar,levofar,melofar,metofar
hemovee,hemovein,hemovin,hemovit
hemovein,hemovin,hemovit,hemoxin
hepabig,hepabil,hepavid,hepavir
histafen,histakon,histapen,histazyn
hydrafen,hydroden,hydrofer,hydrozen
hydrobet,hydrocent,hydroden,hydrozen
hydromel,hydropel,hydrovex,hydrovil
hydromel,hydropel,hydrovil,hydroxal
icox,imox,inox,isox
iflox,tiflox,xiflox,ziflox
ipramide,koramide,pramide,tramide
iprocin,riprocin,zipromin,ziproxin
jaczole,jinzole,panzole,ranzole
kethram,ketorac,ketoran,ketoxam
ketobet,ketocent,ketoden,ketogen
ketocent,ketoden,ketogen,ketosenz
ketoden,ketogen,ketolex,ketolon
ketoden,ketogen,ketoran,ketorex
ketoden,ketogen,ketosan,ketosenz
ketoden,ketogen,metoden,netofen
ketoden,meroden,metoden,metroden
ketolac,ketolex,ketolit,ketolon
ketolex,ketorex,ketovex,metorex
ketoman,ketopane,ketoran,ketosan
ketoman,ketoran,ketosan,ketrian
ketomax,ketorac,ketoran,ketorex
ketomed,ketomix,ketovex,ketovid
ketroxen,letrogen,metroden,metrozen
kotifen,noxifen,solifen,totifen
latadin,metadin,patadin,sitadin
lavoxin,levoxin,lovorin,novoxin
lenagen,leuragen,loragen,teragen
letrogen,metroden,metrogem,metrozen
leveram,leverap,levetaz,levexam
leveram,leverap,levetrax,liverax
levetra,levetrax,levetrex,levetriax
levetra,levetrax,levetrex,levetroy
levobact,levonat,levotact,levoxac
levobact,levonat,levotact,levozart
levocec,levocer,levocof,levomef
levocof,levolox,levomol,levoxol
levomax,levomed,levomef,levomol
levomed,levomef,levomol,levoxel
levoride,levorin,levoriz,levoxid
loragen,loraget,loravent,lorazet
loragen,loraget,lorazet,losaget
loraget,lorazet,losaget,lovacet
lordine,lorizine,lorzide,sorzine
maxibrol,maxigrow,maxitrol,maxitron
maxidex,maxidin,maxigen,moxiden
maxidin,maxidine,maxidyne,raxidine
medamol,medicol,medizol,medofol
medamol,medofol,megafol,sedafol
medgivit,megavit,melivit,regivit
medianon,medibron,mediron,medixon
medicol,mediron,medixon,medizol
medione,medrone,medsone,medzole
medione,medrone,medsone,meedsone
medizol,medizole,medzole,menizole
medofer,melofar,mesofer,metofar
medzotam,merotam,perzotam,rezotam
melodin,meroden,merowin,meroxin
melodin,metadin,metoden,metovin
melostar,merostan,merostar,metostad
meroden,merolev,meronem,meropen
meroden,meropen,merozan,metrozen
merrovid,metrovia,metrovin,metroxid
metocol,metrocor,metrolol,metrosol
metovin,metromin,metrovia,metrovin
metroden,metromet,metromin,metrozen
metroden,metromin,metrovin,metrozen
metroden,metrovee,metrovin,metrozen
metrogil,metrogyl,metrolol,metrosol
metromic,metromin,metromine,metrovin
metromin,metrovin,metrozen,netrozin
micardis,nicardia,nicardin,vicardis
micorin,mucoriz,mucosin,mucovin
momenex,mometix,momevex,zometex
momepro,omeprob,omepron,omeprox
montecet,montelev,montezel,montezen
montecet,montezel,montezen,montizet
moxibam,moxicam,moxiflam,moxitam
moxibam,moxicam,moxitam,roxicam
moxiflam,moxiflax,moxiflo,moxiflox
mucocet,mucolem,mucomed,mucover
muconil,mucosil,mucotil,mucotyl
muconil,mucosil,mucotil,mucucil
muconil,mucosil,mucotil,myconil
multiden,multigen,multimin,multizin
multiden,multigen,multivent,multivex
multiden,multigen,multizee,multizin
mupiban,mupican,mupicin,mupigen
mupican,mupicent,mupicin,mupigen
nasonex,palonex,rafonex,tazonex
nephroket,nephrone,nephrose,nephrozen
nepromin,netrozin,neurolin,neuroxin
nervaton,nervebon,nerviton,nervron
nervit,nervita,nervite,nervitz
neucoline,neurolin,neurolink,neutroline
neurobion,neurobiz,neurolin,neuroxin
neurokem,neurolem,neurosum,neurotam
neurolem,neurolev,neurolit,neuromet
neurolin,neurovein,neurovit,neuroxin
nicarden,nicardin,nicardo,nicarson
nicardia,nicardime,nicardin,nicardize
nicardia,nicardin,nicardize,nicarduz
nicardia,nicardin,nicardo,nicargio
nicardime,nicardin,nicardize,nicarpine
noremin,norephin,norepik,norepin
novafime,novafine,novazide,novazine
novafine,novazide,novazinc,novazine
novazide,novazinc,novazine,novazith
omecare,omecore,omepure,onecure
omephar,omepram,omeptam,omeptas
oradine,orafixe,oralime,oraxime
oramycin,primycin,romycin,trimycin
osteomax,osteomeg,osteomet,osteomol
paclidex,pacliget,paclitex,paclizel
pantofar,pantogard,pantozar,pantozari
parabam,paratam,paratram,paraxam
paradex,parafer,paraflex,paralex
paradex,paralex,paramax,paramed
pharcin,pharemin,pharmine,pharzin
platicin,platikon,platisan,platixon
prazotam,razonam,razytam,rezotam
procin,proxim,proxin,prozin
prostacin,prostakon,prostaron,prostazin
rabegen,rasagen,rategen,razogen
raniden,ranipen,ranitein,raxiten
regimol,relidol,relizol,reximol
retalac,retasar,retasarc,retazar
retasar,retasarc,retazar,retazart
rocugen,rocuget,rocumed,rocuzen
salbubam,salbucam,salbumax,salbuvan
salbuden,salbugen,salbumed,salbumin
salbuden,salbugen,salbumin,salbuvan
sapharin,sapheron,saphrin,saphtran
sapharin,saphgin,saphril,saphrin
setacef,siticef,titacef,vitacef
sitifix,sitimax,sitimox,sitivax
spasmoban,spasmocin,spasmomen,spasmoson
suprane,supranx,suprine,suprinex
syclovir,yclovir,zyclovir,zylovir
sydencee,sydenfen,sydenhex,sydenmet
tamoxen,taxogen,tazogen,tazopen
tamsudas,tamsufar,tamsumax,tamsunav
tazicef,tazidem,tazisea,tazivex
tazivex,tazonex,tazovee,tazovex
telmibet,telmigen,telmiget,telmixed
titacef,vitacef,winacef,zinacef
tramacid,tramadin,tramalin,tramavic
tramicet,tramide,tramine,tramipen
triafore,triaxole,triaxone,triazone
triagen,triagin,trimagen,tripgen
triaxone,tricexone,trimaxone,trioxone
triazone,tritone,trizine,trizole
trimebet,trimedex,trimegen,trimezen
trimedav,trimetab,trimetaz,trimezar
trimedex,trimedin,trimegen,trimezen
trimedex,triodex,trisodex,trividex
ursoden,ursogen,ursolec,ursolin
vancojor,vancolon,vancoson,vancotor
vancokin,vancolon,vascolin,vincolin
venacare,venacure,venocare,ventcare
venacare,venocare,ventcare,vesicare
vitacal,vitacap,vitacef,vitacod
vitacal,vitacap,vitamax,vitarap
vitacal,vitacod,vitadol,vitazol
vitagain,vitagen,vitagin,vitatin
zithran,zithrix,zithrol,zithrox
aarexone,accexone,acrexon
aarexone,accexone,arvexone
aarexone,arvexone,grexone
aarexone,arvexone,largexone
abdopen,amsopen,ascopen
abirone,alixone,apilone
accedome,accepime,accexime
accedome,accexime,accexone
accefixime,accetaxime,accexime
accemide,accepime,accexime
acetadol,cetamol,pacetamol
acetimax,actilax,actimax
acetimax,cefimax,cetrimax
acholine,aecoline,affoline
acicare,acnecare,anucare
acicare,anucare,azicare
acicare,azicare,lazicare
acipro,aecipro,bacipro
acitrate,gitrate,kaitrate
acitrate,kaitrate,kycitrate
aclitel,paclitex,paclizel
aclor,baclor,faclor
actacil,bacracil,bactacin
actidin,lantidin,ratidin
actimax,altamax,ultimax
activent,ambivent,angivent
actranex,betranex,zetranex
adenolex,fenolex,venolex
adisart,ajesart,atasart
aecoline,akucoline,neucoline
aefox,aerox,sefox
aefox,gefox,sefox
aefox,sefos,sefox
aefox,sefox,zefix
aefur,zefir,zefur
aeknel,aeknil,aeknol
aemadex,betadex,neladex
aeperidone,luperidone,oeperidone
aepime,sepime,zepime
aeprazole,ambrazole,andrazole
aericure,varicure,vercure
aerolac,amerolac,marolac
aerolac,ketolac,xevolac
aetaxime,cetaxima,retaxime
aetricef,bactricef,natricef
aevosha,levopha,sevosha
aezolin,alvolin,amsolin
aezolin,amezolin,amsolin
aezolin,amezolin,bezolin
aezolin,bezolin,kenzolin
aezolin,bezolin,tezomin
afactone,aldactone,lactone
affocaine,affoline,affomine
afforvit,alcorvit,azcorvit
aguamox,aguasod,aguatob
alagesic,argesic,paragesic
alamine,etamine,tramine
albezol,aldezol,allezal
albezol,aldezol,alvozol
albezol,aldezol,astezol
albumax,alcemax,altamax
alcaine,calcaine,zarcaine
alcogen,alvogen,amlogen
alcogen,alvogen,salmogen
alcogen,amlogen,amucogen
alcogen,ascopen,ascorgen
alcoxib,dancoxib,nacoxib
alcoxib,nacoxib,ricoxib
aldazole,anazole,andrazole
aldazole,anazole,flazole
aldizar,cardizar,kardizar
aldomet,hydomet,tidomet
alevo,blevo,glevo
alfoxin,almopin,alvolin
alfoxin,cefoxin,lefoxin
alixime,altoxime,apoxime
alixime,ambixime,argixime
alixime,ambixime,imixime
alixime,argixime,trixime
alixime,elixime,zelixime
alixime,gavixime,navixime
alixone,haixone,unixone
alkacel,alkacent,alkacit
allercef,allerex,allerof
allerex,allergix,allergo
allerex,allergix,allermax
allerex,allermax,allermed
allerex,allermax,allerta
allerex,alltrex,alluprex
allerex,alltrex,amlorex
allerfen,allermed,allermin
allerfen,allerphen,allerteen
allerfen,allerteen,allertin
allergix,allergo,allergon
allergix,allermax,allermin
allergo,allergon,allerof
allerkid,allermed,allermin
allermax,allermed,allermin
allermin,allertin,allerzine
allermin,allertin,alletrin
allerta,allertin,allertis
alltrex,amlorex,amptrex
alltrex,valtrex,xalatrex
almodex,amiodex,amsodex
almycin,cymycin,romycin
alodine,amkodine,amlodine
alodine,lodine,lordine
alorex,amlorex,amorex
alorex,florex,lorex
alozure,amlocure,nalocure
alpremin,alrezin,aprezin
alpremin,appemin,aprezin
altacef,deltacef,elbacef
altacef,deltacef,setacef
altamax,altolax,altomox
altamax,ultimax,ultramax
altoclav,amoclav,gloclav
altocom,altomox,altovox
altoxime,amkoxime,apoxime
alvogen,clavogen,levogen
alvopress,amlopress,blopress
ambidine,ambimide,ambixime
ambidine,amkodine,amlodine
ambigen,ambipen,ambivent
ambigen,ambipen,ampiden
ambigen,ambrogen,amlogen
ambigen,ampiden,aspigen
ambimax,ambimox,ambitox
ambimax,ambimox,ampimax
ambimax,ampimar,ampimax
ambimax,ampimax,amsomax
ambixime,imixime,omnixime
ambrocare,aminocare,amlocare
ambrocor,amlocor,tambocor
ambrogen,ambrosyn,ambroxin
ambrogen,ambroxed,ambroxin
ambrogen,amlogen,amucogen
ambrosel,ambrosyn,ambroxyl
ambrosel,ambroxed,ambroxyl
ambrosyn,ambroxin,ambroxyl
ambrovit,aminovit,mirovit
ambroxed,ambroxin,ambroxyl
amcardis,micardis,vicardis
amcetam,amkotam,ampitam
amcetam,epcetam,gocetam
aminoden,aminomyn,aminoven
aminoket,aminoven,aminovit
aminoket,amkoket,amnoset
aminoral,aminosil,aminosol
aminosil,aminovit,aminowiz
amiodex,amsodex,impodex
amiodex,opiodex,triodex
amkodine,amkoxime,amkoxone
amkofix,amkoflox,amkofol
amkomep,amlomel,amsomep
amlocare,amlocared,amlocure
amlocare,amlocared,amlokard
amlocare,amlocor,amlocure
amlocure,melocure,nalocure
amlogen,amlopigen,amlopin
amlogen,amlotel,amlotin
amlomel,amlotel,amsowel
amlomel,amsomep,amsowel
amlopex,amsodex,amsopen
amlopin,amlopril,amlosil
amlopin,amsolin,amsopen
amlopril,amlorcil,amlosil
amlorcil,amlosil,ammocil
amlosil,amlotel,amlotin
amlostan,amlotin,amlotitan
amlothin,amlothix,amlotin
amlotin,xylotin,zylotin
amoclav,inoclav,limoclav
amoxden,amoxipen,moxiden
amoxinex,amoxipen,amoxivee
amoxinex,doxinex,moxidex
ampibet,ampiden,ampivex
ampicare,appecare,aspicare
ampicare,aspicard,aspicare
ampicin,ampiden,ampivin
ampicin,ampivin,aspirin
ampiden,ampivex,ampivin
ampimar,ampistar,ampitam
ampimax,hapimax,lopimax
ampirich,ampirilz,ampirixx
ampistar,bupistar,mupistar
ampitrex,ampivex,amptrex
ampitrex,amptrex,appetrex
ampress,cypress,gopress
amsodex,amsodol,amsowel
amsodex,amsomax,amsomep
analcid,analgic,analmin
analgen,analgic,analmin
analgen,nasalgen,natalgen
anazole,diazole,dynazole
anazole,unarole,urazole
angimax,angimed,angimet
angiogen,angioten,angiozem
antamac,antamed,antamin
antamed,antamin,antaxid
anucare,diucare,flucare
anucare,diucare,sinucare
appebiron,appebon,apperon
appebiron,apperon,appettron
appimed,cepimed,ropimed
aradol,oradol,pradol
ardilol,cardilol,cardilon
argesic,paragesic,progesic
arimidex,trimedex,trividex
asbutol,hambutol,tambutol
ascopen,gascopan,iscopan
ascorbex,ascorbzee,azcorbee
ascorgen,ascortec,ascortin
ascortain,ascortin,ascotwin
ascortin,ascotwin,ascozin
ascozin,gascosin,vascolin
asimplex,asmalex,asmaplex
asmagen,aspigen,astagen
asmagen,astagen,asthmagen
asmagen,astagen,rasagen
asomex,esomex,somex
aspicard,aspicare,aspigard
aspifend,aspigen,aspizen
aspigen,astagen,astiget
astagen,catagen,rasagen
astapro,bistapro,sitapro
asterol,astezol,astimol
astimol,lutimol,optimol
astrozole,atrozole,metrozole
astrozole,atrozole,pantrozole
atadin,latadin,patadin
atocard,atorcad,atorgard
atorcad,atormax,atorvas
atrasyl,atrosol,natrasol
atrosol,aurosol,ferosol
atrosol,ferosol,metrosol
atrozole,grozole,trizole
atrozole,itrazole,trizole
atrozole,macrozole,metrozole
augimox,auromox,curimox
augimox,curimox,fuximox
aurocaine,eurocaine,rocaine
aurocort,edrocort,eurocor
auromox,curimox,euramox
auromox,euramox,eurovox
avastin,avertin,ovestin
avodart,duodart,piodart
avtorex,ketorex,metorex
axefime,bacefime,blefime
azartan,baczartan,bezartan
azartan,bezartan,kozartan
azicare,lazicare,tazocare
azithrom,azithrx,zithrox
azithromax,ezythromax,zithromax
azithrx,azthrex,azythrex
azithrx,zithrix,zithrox
aztocin,aztrocin,aztrozin
aztrozin,netrozin,strozin
bacracil,bacrocin,bactacin
bacrocin,bactacin,bacticin
bacrocin,barozin,zarocin
bactacare,bacticare,lactucare
bactacin,bacticin,bacticon
bacticox,bactiflox,bactiox
bactidol,bactinil,bactisul
bactier,bactiox,bactrex
bactroban,gastroban,kaptroban
barozin,naropin,zarocin
barozin,strozin,terozin
begesic,medgesic,pengesic
beisartan,besartan,bezartan
beisartan,episartan,medisartan
beisartan,medisartan,melsartan
belavit,megavit,melivit
belphrine,esphrine,sephrine
benadrex,benedex,betadex
benadryl,fendryl,senadryl
benzomed,benzoper,benzosed
berafen,curafen,hirafen
beraxime,eroxime,oraxime
beraxime,oraxime,seaxime
beraxime,seaxime,terxime
berazith,retazith,zebazith
besartan,melsartan,mysartan
bestamol,biotamol,butamol
bestamol,fastamol,westamol
bestine,brestane,brestin
bestricare,ceftricare,cetricare
betacare,cefacare,zeftacare
betacare,gentacare,venacare
betacare,gentacare,zeftacare
betacert,betacor,metacort
betacert,betaderm,betavert
betacert,betavert,cetalert
betacor,betazar,betazok
betaderm,betadex,metadem
betadex,betadol,betamox
betadex,betalex,betranex
betadine,destadine,medtadine
betadine,medtadine,metadin
betadol,butadil,butamol
betalex,betaloc,betamox
betaloc,retabloc,retalac
betamed,metamet,retamep
betamox,cetamol,metamox
betasaph,vitasaph,xytasaph
betasol,retasul,retazol
betavasc,metavasc,metovasc
betazar,ketozar,retazar
betazar,potazar,retazar
betpred,biopred,neopred
betranex,gentranex,zetranex
betranex,mepranex,zetranex
betzine,seteine,zetrine
betzine,zebzine,zetrine
bexil,fexil,vexil
bezogen,razogen,renogen
bicapros,bisapro,nicapro
biocort,bisocor,bixocot
biogesic,higesic,milgesic
biokast,bionyst,bronast
biokast,bronast,bronkast
biokast,duokast,geokast
biophen,biopred,bioprene
biophen,clophen,neophen
biosaph,hyosaph,urosaph
biosaph,timosaph,triosaph
biosaph,triosaph,urosaph
biosone,gioxone,piozone
biotamol,dintamol,zitamol
bisacod,bisacoden,bisacodyl
bisapro,bistapro,sitapro
bisolem,cisflem,disoflem
bmep,emep,omep
bnoxaparin,goxaparin,neoxaparin
bocetin,locetin,pacetin
booncare,ironcare,woncare
boramir,butamir,kotamir
boren,noren,voren
brecare,lorecare,omecare
brestane,brestin,prestan
brestin,crestin,cristin
brestin,crestin,ovestin
brestin,crestin,prestan
brezole,grexole,grozole
bromacef,rojacef,romicef
bronchofen,bronchogan,bronchoson
bulcolax,dulcolax,golcolax
bulcolax,dulcolax,mucolax
bupican,bupilon,bupiron
bupican,bupilon,lupilan
bupicord,mupicore,mupicort
bupidex,bupirey,mupirex
bupiron,lupiros,mupirow
burinex,furenex,furonex
buscopan,gascopan,iscopan
butadil,butamir,butamol
butagen,cutagen,duvagen
butamol,gobutamol,gotamol
calagen,capegen,catagen
calcaine,calcipine,calpine
calcimate,calciumade,calciumate
calcimate,calmate,kalimate
calcipine,caldepine,calpine
caldepine,mardepine,rahdepine
calpine,carpime,cartine
candegen,candifen,cardigen
candigo,candina,candiva
canison,cardison,carisen
capebin,capegen,capetan
capegen,capeget,capemed
capegen,catagen,rategen
capegen,cefegen,ceplegen
capegen,rabegen,rategen
capemed,capomed,catamed
capemed,capomed,cepimed
capomed,cefpomed,cepimed
capomed,razomed,sanomed
captophil,captopril,captoprix
carbezin,carbotin,carbozinc
carbezin,carbotin,carbplin
carbobil,carbocyl,carbomel
carbogen,carbotein,carbotin
carbohex,carbomel,carbomux
carbohex,carbomux,carbonax
cardamin,cardowin,cardoxin
cardemef,cardimed,cardizef
cardigen,cardison,carisen
cardin,carin,cartin
cardiobide,cardiomide,cardionid
cardiobide,cardiomide,cardiosine
cardiosim,cardiosine,cardioxin
cardiostat,cardiotab,cardiotaz
cardioxin,cardowin,cardoxin
cardizar,cordizar,kardizar
carimax,carvemax,curemax
carimax,cefimax,cetrimax
carimax,cefimax,colimax
carimax,cetrimax,eurimax
carimax,claribax,clarimac
carimax,colimax,corbimax
carimax,hapimax,kabimax
cataclon,cataflin,catalan
cataclon,catalan,cytalon
catafen,catagen,catamed
catafen,coxafen,curafen
catafen,curafen,cutagen
cataflam,cataflin,catalan
catagen,rasagen,rategen
catamed,ceftamed,coptamed
catamed,coptamed,gotamed
catapin,latadin,patadin
catazol,retazol,vitazol
cavumox,clavimox,clavmox
caxol,paxol,vaxol
ceelin,ceflin,ferlin
ceestan,crestin,prestan
ceetrene,ceftrone,centrane
ceezinc,corzinc,orezinc
ceezinc,lemzinc,renzinc
ceezinc,orezinc,renzinc
cefac,cefar,cefax
cefacare,cefucore,zefucare
cefaclox,medaclox,seaclox
cefaden,cefalin,zefadin
