Brand Name,Confusible,label
Klomif,Asvimol,u
Saphciferol-2000,Saphylline,u
Euromycin,Monphevin,u
Naabak,Feravin,u
Nulong 10,Saver Select,u
Dorzodin Plus,CEFTAZIDEN,u
Mepracid 40,Genoxiclav,u
Omnicure-1,Belket,u
Atorsaph,Prebamin 150,u
Floxsafe,Tylin,u
Neo-Synalar 10,Gabasyn,u
Trimevasc,Valcef,u
Ironse,Zylura 80,u
Propravest,Bacracil,u
Acuvis,Talafil,u
Cordizar,DARYTH,u
Feona FZ,J-Tinib,u
Platikon,Zetron,u
Sulbacin 0.75,Tres,u
Dexplatin,Fendexi,u
Norash,Beralipids,u
Onecure,Ambrogen,u
Giran-16,Dafenac,u
Telminex-80,Dafenac,u
Xaroban,Anplat,u
Neo-Synalar 10,J-Tinib,u
Pregalife,Twinrix Adult,u
Powermint,Rondvit Plus C,u
Feona FZ,Risek 40,u
Cetirid,Saver Select,u
Amapine V 5/160,Malapine-10,u
Prasusafe,Preven-Z Gold,u
Folart,Feravin,u
CEFTAMED,OTOFLOX,u
Trimevasc,Andros,u
Bronchilax,Asvimol,u
Engerix B,Pause 500,u
Colvan,Martham,u
Genoxiclav,Xaroban,u
Apilone,Cosimetz,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Bluecozone,u
Preven-Z Gold,Khrizcopan 10,u
Vancokin,Josilvite,u
Malapine-10,Levesaph,u
Olzitec,Euromycin,u
Brexi 0.5,Martham,u
Sybromex,Plogrel,u
Naphcon-A,Livertiale,u
Saphylline,Nervcedil,u
Dafenac,Exalac,u
Nervcedil,Glimesaph T4,u
Prozin,Emzart 80,u
Cefiden,Dorzodin Plus,u
Gliflomet 1000 + 10,Tractoban,u
Orfemed,Lovaz,u
Atussin,Ironse,u
Transmetil,Depamax,u
Preven-Z Gold,Ipracare,u
Gliflomet 1000 + 10,Lotrilip,u
Sitixime,Piperwell,u
CIFREM,Vomivert,u
Maxi-Peel Solution No. 4,Pantopraz IV,u
Strocit 4 mL,Biozart 50,u
Flammasul,Oxamax 500,u
Prazobac,Glyhart,u
Feravin,Ketroxen,u
Tres,Bactezole,u
Beralipids,DARYTH,u
Ironse,Tiradol,u
Preven-Z Gold,Clavaxie 312.5 DT,u
F-ZEEN,Cistovent,u
Elifer,Voricoz,u
Omnicure-1,Plogrel,u
Talafil,Gliflomet 1000 + 10,u
Cerox,Ursodynova 300,u
Florvast 80,Ceftris,u
Ketomitab,Silbecor,u
Cefolic,Epribenz-10,u
Diquas-S,Medzotam,u
Voricoz,Tigilyn,u
Prazkon,Erlocip 150,u
Eye Glo Relief,Awanay Forte,u
Xephyra 30,Simbrinza,u
Martham,Asvent,u
Acetaffein,Vomivert,u
Diakon MR,Klomif,u
Exalac,Histacort,u
Nizoled-600,Belara,u
Sinustap,Glimesaph T4,u
Maxi-Peel Solution No. 4,Valcef,u
Biemefrin,Sanoxime,u
Emizole,Folart,u
Medzotam,Duphalac,u
CEFTAZIDEN,Acetaffein,u
Silgram,Huanopril,u
Parabufen,Lexib,u
Unotation,Biozart 50,u
Fedpain,Olandus ODT 5,u
Unotation,Astrofen,u
HAPI-C + Z,Twinrix Adult,u
Rifoxane,Huanopril,u
Duphalac,Tres,u
Meditrexed-500,Fendexi,u
Plasid,Stanis,u
Drexabion,Mepracid 40,u
Geozit,Andros,u
Vancokin,Ironse,u
Olandus ODT 5,Pantin 40,u
Atorsaph,Floxsafe,u
Brexi 0.5,Vertisaph-8,u
Dafenac,Kingfloxin,u
DAPA-5,Medicol I-400,u
Saphciferol-2000,Malapine-10,u
Medzotam,Pranol,u
Insulyf-30/70 (Biphasic),Prixanep-500,u
Goxsime IV,Robitussin EX,u
Pranol,Onecure,u
Parkimet CR,Andros,u
Mucoriz,Erlocip 150,u
Ironse,Benace,u
Xafariv 15,Avax,u
Giran-16,HES-130,u
Moxinova CV,Feravin,u
Syngly-4,Atussin,u
Pranol,Silgram,u
Paraflu,Zolvar,u
Nature-E,Glyhart,u
Triloupe,Medifortan-C Plus Zinc,u
Acrolim 0.1,Taksorbet,u
Capeceen,Epribenz-10,u
Endosine,Zobexelle,u
Glocare Plus,Pentaglobin,u
Zerone-Sul,Elifer,u
Anifer,Trimevasc,u
Milgesic Forte,Dilantin,u
Xephyra 30,Vancokin,u
J-Tinib,Torval H 320/12.5,u
Asterol,Atropos,u
XAMIOL,Amlocare Plus,u
Coxigen-60,Mucoriz,u
Naabak,Biozart 50,u
Nutri-Aid,Pentaglobin,u
Olandus ODT 5,Cilosol 50,u
Normabrain-800,Ampic-500,u
Pneumocon 13,Monphevin,u
Drexabion,Emepraz-40,u
Indirab,Saphixime 200,u
Clavxytin,Kodex,u
Zolid Plus,Gliflomet 500 + 5,u
Strocit 4 mL,Powermint,u
Piperwell,Asvimol,u
Rifoxane,Transderm-Nitro 5,u
Clavxytin,Cosopt,u
Levesaph,Sitixime,u
Amlobloc Duo,Hinuron-E,u
Simbrinza,Xet 20,u
Livamin,Gabasyn,u
Duphalac,Coxigen-60,u
Glocare Plus,Accetaxime,u
Atorsaph,Powermint,u
Healthcare Paracetamol (For Export Only),Flammasul,u
Sinustap,Tigilyn,u
Olangem OD 20,Levesaph,u
Fixcure,Ironse,u
DIPP-4 PLUS,Asterol,u
Valazyd AM 10/160,MON-G C,u
Gliflomet 1000 + 10,Astrofen,u
Frenvo,Glocare Plus,u
Neurophrine,Histacort,u
Ampic-500,Valcef,u
Vancokin,Zithrovic,u
Maxi-Peel Solution No. 4,Alsea-E,u
Glyhart,Oxamax 500,u
Aperusvit F,Maxi-Peel Solution No. 4,u
Zeenate,Zudicort,u
Complivit Plus,Livertiale,u
Zithrovic,Dexplatin,u
Gotazo IV,Tylin,u
Medzotam,ARB,u
Gotazo IV,Parabufen,u
Sinustap,Aperusvit F,u
Rondvit Plus C,Gotazo IV,u
Glocare Plus,Cetirid,u
Amikate,Pause 500,u
Forair 250 DPI,Tylin,u
Extocin,Dorexcef,u
Platikon,Axbin,u
Glimesaph T4,Khrizcopan 10,u
Cerin-250,Xaroban,u
Monphevin,Xaroban,u
Transderm-Nitro 5,Saver Select,u
Ketodix,Zobexelle,u
CEFTAZIDEN,Dafenac,u
Milgesic Forte,Zyrova 20,u
Flucopharm,Meditrexed-500,u
Unotation,Tacroz Forte,u
Zobexelle,Tiradol,u
Dexplatin,Rifoxane,u
Lotadim,Folart,u
Emepraz-40,Welzpime 1000,u
Flammasul,Saver Select,u
Brexi 0.5,Erlocip 150,u
Myrevit-B Forte,Amlobloc Duo,u
Tiradol,Orfemed,u
Gem Pan 1000,Telminex-80,u
Multibet Plus,Trenaxin,u
Clavaxie 312.5 DT,Rondvit Plus C,u
Ceftris,Diabee,u
Hepses,Asterol,u
Indirab,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Atussin,Tigilyn,u
Regivell,Awanay Forte,u
Prasusafe,Acrolim 0.1,u
Lotadim,Lovaz,u
AFM,Ceftris,u
Sybromex,Irebevex 150,u
Metdazid,Histacort,u
Maxi-Peel Solution No. 4,Zincsulsaph,u
Glocare Plus,Gompsul 750,u
Folironplex,Livamin,u
Nervcedil,Urogen,u
Docxol,Acecof,u
Ironse,Bactezole,u
Taksorbet,Xephyra 30,u
Zantol,Indirab,u
Parkimet CR,Essenscents,u
Diquas-S,Amapine V 5/160,u
Folart,Nicaright,u
Tigilyn,Flovidiazine,u
Sanoxime,Goxy Inj,u
Brexi 0.5,Euromycin,u
Fevaxid DS 250,Acrolim 0.1,u
Beralipids,Eye Glo Relief,u
Telminex-80,Khrizcopan 10,u
Triloupe,Rifoxane,u
Regivell,Asterol,u
Angimet,Zeenate,u
Regivell,Saver Select,u
Floxsafe,Sofenac,u
Xaroban,Ursodynova 300,u
Strocit 4 mL,Rotoket,u
Sitixime,Silbecor,u
Prozin,Vertisaph-8,u
Ivtig,Norash,u
Olandus ODT 5,Gotazo IV,u
Geobactam-1.5,Folironplex,u
Frenvo,Flucopharm,u
Gompsul 750,Fulzimed,u
Oxalivid 100,Anifer,u
Histacort,Lexib,u
Zolvar,Eye Glo Relief,u
Transderm-Nitro 5,Pantopraz IV,u
Ecolide,F-ZEEN,u
Cavsamir,Irebevex 150,u
XAMIOL,Sanoxime,u
Mupisur,Benace,u
Aziro-500,Docxol,u
Eopenem,Ampisulmax,u
Metdazid,Hematozol 50,u
Rixan 20,Dorzodin Plus,u
Zefifarm,GOMILLIN 500,u
Maxitron,Cosimetz,u
Eye Glo Relief,Nervilor 150,u
Histacort,Powermint,u
Clonisaph-Inf,Unotation,u
Diclonac,Saphixime 200,u
Ambrogen,Welzpime 1000,u
Saphmustin,DAPA-5,u
Providol,Asvimol,u
Hepses,Saphmirate-T50,u
Prebamin 150,Zyrova 20,u
Ezz-C,Angimet,u
Roxxin,Asterol,u
Ipracare,Cilosol 50,u
Xet 20,Onecure,u
Piperwell,Nutri-Aid,u
SPIRE,Polyderm 4,u
G-PRAZ,Cerin-250,u
Torval-80,Exalac,u
Twinrix Adult,Lozamex,u
Klomif,Indirab,u
Gliflomet 500 + 5,Plogrel,u
Amtacil,Mentra 10,u
Ezz-C,Avax,u
Alozure,Atussin,u
Anifer,Eslo 20,u
Nature-E,Andros,u
Gliflomet 1000 + 10,Xephyra 30,u
Meditrexed-500,Complivit Plus,u
Zerone-Sul,Levesaph,u
Saphciferol-2000,Amlocare Plus,u
Vomivert,Rondvit Plus C,u
Dexplatin,Tractoban,u
Dorzodin Plus,Nizoled-600,u
Engerix B,SPIRE,u
Lotrilip,Saphixime 200,u
Geobactam-1.5,Strocit 4 mL,u
Nazogen,Extocin,u
Prasusafe,Oxalivid 100,u
Polynerv 1000,Biemefrin,u
Julitam I.V.,Benace,u
Amidozil,Roxxin,u
Zetron,Saphciferol-2000,u
AMSUL,Zerone-Sul,u
Profmax,Gabasyn,u
Bico-120,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Euromycin,Tylin,u
Krijenta,Strocit 4 mL,u
Emzart 80,Maxitron,u
Oxalivid 100,Clavaxie 312.5 DT,u
Paraflu,Voriz,u
Goxsime IV,Accetaxime,u
Cavsamir,Diclonac,u
Goxsime IV,Pranol,u
Kodex,Bico-120,u
Anplat,Belket,u
Zerone-Sul,Glocare Plus,u
Pranol,Ranipen,u
Normabrain-800,Zolvar,u
Drenex,Nazogen,u
Monphevin,Regivell,u
Euroxime,Eye Glo Relief,u
Goxsime IV,Tractoban,u
Histakon,ESSENCEE,u
Glimesaph T4,Nervilor 150,u
Pneumocon 13,Norash,u
Sildiaz,Sulbacin 0.75,u
Geobactam-1.5,Gliflomet 500 + 5,u
Atropos,Profmax,u
Ibles,Flovidiazine,u
Neo-Synalar 10,Maalum,u
Oxamax 500,Vigadexa,u
EC-Vit,Julitam I.V.,u
Zenkast,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Kedar,Glocare Plus,u
Xaroban,Dexplatin,u
Luzinc,Simbrinza,u
Xephyra 30,Fulzimed,u
Platikon,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Zerone-Sul,Nutri-Aid,u
Nervilor 150,Diakon MR,u
Haruvita,Floxsafe,u
Zefifarm,Essenscents,u
Livamin,Voltaren Emulgel 12 Hours,u
Amikate,Regivell,u
White Flower SR,Biozart 50,u
Robitussin EX,Telfast,u
Amidozil,DARYTH,u
Emzart 80,Decolgen,u
Xylocare,Cordizar,u
Olangem OD 20,Oxamax 500,u
Maalum,Dilantin,u
Voricoz,Platikon,u
EC-Vit,Bico-120,u
Avax,Polyderm 4,u
Taksorbet,Tres,u
Rozuhil-20,Acrolim 0.1,u
Maxitron,Voltaren Emulgel 12 Hours,u
Indirab,Telday H 80/12.5,u
Avator,Amtacil,u
Simbrinza,Cefolic,u
Saphciferol-2000,Gofuroxime,u
Oxalivid 100,Tiradol,u
Ecolide,Capeceen,u
Medzotam,Procee Plus,u
Livertiale,Hepamedica,u
Docxol,Naabak,u
Saver Select,Olangem OD 20,u
Meditrexed-500,Irebevex 150,u
Ketodix,Valcef,u
Dilantin,Silgram,u
Paraflu,Neurophrine,u
Diabee,CEFTAZIDEN,u
Eslo 20,Valcef,u
Acecof,Emepraz-40,u
Geobactam-1.5,Pemtero 500,u
Zitabin-200,Flazole,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Feravin,u
Hematozol 50,Prazkon,u
Gastrosaph,Amlocare Plus,u
CIFREM,Voltaren Emulgel 12 Hours,u
Diakon MR,Cerox,u
Mentra 10,Enervon C,u
Krijenta,Bronchonov,u
Symdex-D Forte,Plogrel,u
Florvast 80,Trimevasc,u
Propravest,Pregalife,u
Saphylline,Vesogen,u
Gompsul 750,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Feravin,Nebstyle 5,u
Polynerv 1000,Zolvar,u
Transmetil,Neurophrine,u
Amlobloc Duo,Meditrexed-500,u
Folart,Prebamin 150,u
Ezz-C,Nicaright,u
Neo-Synalar 10,Parkimet CR,u
Rabaphen,Ivtig,u
Hycortil,Hepses,u
Esmazol,Euromycin,u
Voriz,Pause 500,u
Ibles,MON-G C,u
Atropos,Hepses,u
Cistovent,Coxigen-60,u
Zitabin-200,Amlocare Plus,u
ARB,Ekosart,u
Healthcare Paracetamol (For Export Only),Acetyphil,u
Clavxytin,F-ZEEN,u
White Flower SR,F-ZEEN,u
Triloupe,Valazyd AM 10/160,u
Pregalife,Voricoz,u
Tylin,SUREF,u
Hematozol 50,Moxinova CV,u
Medicol I-400,Symdex-D Forte,u
Dorzodin Plus,Acuvis,u
Cobiomax,corbimax,p
Mucoriz,HES-130,u
Maxi-Peel Solution No. 4,Endosine,u
Euroxime,Cilosol 50,u
Flammasul,Transmetil,u
Accetaxime,Flazole,u
Ironse,Flazole,u
Plogrel,Voriz,u
Medifortan-C Plus Zinc,Decolgen,u
Welzpime 1000,Geozit,u
Torval-80,Zenkast,u
Ecolide,Flammasul,u
Khrizcopan 10,Siderfol,u
Zitabin-200,Prebamin 150,u
Saphmustin,Zetron,u
Piorance-15,Kodex,u
CEFTAMED,Lotadim,u
Ketroxen,Zudicort,u
Stanis,Zobexelle,u
Norash,Polyderm 4,u
Cerox,Linesave,u
Cordizar,Naphcon-A,u
Tiradol,Amlobes,u
Esmazol,Asvent,u
Gliflomet 500 + 5,Paraflu,u
DIPP-4 PLUS,Fevaxid DS 250,u
Mucolyptus,Gabasyn,u
Meditrexed-500,Amapine V 5/160,u
SPIRE,Martham,u
Belket,DIPP-4 PLUS,u
Lotrilip,Stanis,u
Profmax,Engerix B,u
Haruvita,Biemefrin,u
Parabufen,Pantin 40,u
Emizole,CEFTAMED,u
Hyolax,Duphalac,u
Flovidiazine,Levesaph,u
Saphciferol-2000,Asvimol,u
Capeceen,Acuvis,u
Josilvite,Ranipen,u
Amtacil,Profmax,u
Rifoxane,Alsea-E,u
Paraflu,Ammocil,u
Gabasyn,Mentra 10,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Tylin,u
Mucolyptus,Bico-120,u
Eye Glo Relief,Hycortil,u
Xephyra 30,Ketodix,u
Angimet,Esmazol,u
Brexi 0.5,SPIRE,u
Dorexcef,Belara,u
Cetirid,J-Tinib,u
Rozuhil-20,Histakon,u
Bico-120,Rabaphen,u
J-Tinib,Hinuron-E,u
Dilantin,Parkimet CR,u
Levesaph,Huanopril,u
Anplat,Essenscents,u
CEFTAMED,Atropos,u
Thiosol,Gotazo IV,u
Symdex-D Forte,Mepracid 40,u
Rondvit Plus C,Acecof,u
Duphalac,Benace,u
Transmetil,Latosil,u
Docxol,Atorsaph,u
Amidozil,Accetaxime,u
Asvimol,Bronchilax,u
Varivax,Zolvar,u
Normabrain-800,Glimesaph T4,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Mentra 10,u
Clonisaph-Inf,Ambrogen,u
Zyrova 20,Zetron,u
Lozamex,Cilosol 50,u
Aldic,Onecure,u
Paraflu,Khrizcopan 10,u
Exalac,Emepraz-40,u
Prebamin 150,Esmazol,u
Roxxin,Goxsime IV,u
Cosimetz,Plogrel,u
Flucopharm,Cerin-250,u
DIPP-4 PLUS,Fixcure,u
Thiosol,Piperwell,u
Obrex,Bronchilax,u
Bronchilax,Linesave,u
Euroxime,Symdex-D Forte,u
Hyolax,Paraflu,u
Josilvite,Saver Select,u
J-Tinib,G-PRAZ,u
Rabaphen,Xet 20,u
Beralipids,Atorsaph,u
Clofina,Tiradol,u
Maalum,Engerix B,u
Oxamax 500,Histakon,u
Histakon,Sofenac,u
Awanay Forte,Lozamex,u
Oxamax 500,Nervcedil,u
Acuvis,Cefukon-DS,u
Tramicet,CIFREM,u
Telday H 80/12.5,Twinrix Adult,u
Xephyra 30,Histakon,u
Sinustap,Genoxiclav,u
Gompsul 750,Mupisur,u
Cefukon-DS,CIFREM,u
Duphalac,G-PRAZ,u
Telday H 80/12.5,Elifer,u
Ketodix,Emepraz-40,u
Benace,Acetyphil,u
Tylin,Ipracare,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Medicol I-400,u
Bactezole,Xephyra 30,u
Endosine,Avax,u
CFX-200,Aziro-500,u
Diquas-S,Atussin,u
Bico-120,Nutri-Aid,u
Talafil,GOMILLIN 500,u
Mentra 10,Apilone,u
Gliflomet 1000 + 10,Cosopt,u
Asvimol,CEFTAMED,u
Meditrexed-500,Goxsime IV,u
Tigilyn,Atorsaph,u
Voricoz,Nulong 10,u
Apilone,Clavaxie 312.5 DT,u
Prasusafe,SPIRE,u
Asvent,Transderm-Nitro 5,u
Fevaxid DS 250,Acetyphil,u
Triloupe,Preven-Z Gold,u
Acetaffein,Rabaphen,u
Folart,Silbecor,u
Klomif,Emzart 80,u
Atorsaph,Torval-80,u
Angimet,Parabufen,u
BRILIPAN-20,Ursodynova 300,u
Glimesaph T4,Ceftris,u
Essenscents,Complivit Plus,u
Cefukon-DS,Zylura 80,u
Belket,Lozamex,u
Lotrilip,Zylura 80,u
Drenex,CIFREM,u
Nebstyle 5,CIFREM,u
Docxol,Muconil,u
Asterol,Nebstyle 5,u
Martham,Pio-Source,u
Siderfol,Pentaglobin,u
Moxinova CV,Carbastal,u
J-Tinib,Moxinova CV,u
Cordizar,Amapine V 5/160,u
Vigadexa,Voriz,u
Aziro-500,Awanay Forte,u
Tazidem,Normabrain-800,u
GOMILLIN 500,Benace,u
Gliflomet 1000 + 10,Rotoket,u
Diflu,Unotation,u
Saphylline,Floxsafe,u
Neurophrine,Cordizar,u
Normabrain-800,Folart,u
Rixan 20,Rabaphen,u
Ursodynova 300,Alsea-E,u
Profmax,Aperusvit F,u
Hematozol 50,Zobexelle,u
Gem Pan 1000,White Flower SR,u
Cistovent,Ibles,u
Dorzodin Plus,Asterol,u
Clofina,Indirab,u
Nazogen,Hyolax,u
Neurophrine,Khrizcopan 10,u
Anplat,Avator,u
Tazidem,Flammasul,u
Platikon,Nervilor 150,u
Parabufen,F-ZEEN,u
Geozit,Gem Pan 1000,u
ESSENCEE,Medifortan-C Plus Zinc,u
CFX-200,Omnicure-1,u
Duphalac,Ketroxen,u
Ammocil,Saphixime 200,u
ESSENCEE,MON-G C,u
Cerox,Feona FZ,u
Aperusvit F,Emizole,u
Plasid,Vomivert,u
Medzotam,Olangem OD 20,u
Xephyra 30,Asvent,u
Acetyphil,Atropos,u
Histacort,Acecof,u
Sybromex,Rotoket,u
Acetyphil,Gliflomet 1000 + 10,u
Aziro-500,Prasusafe,u
Myrevit-B Forte,Stanis,u
Ammocil,Amlobloc Duo,u
XOVIRAL,Platikon,u
Nebstyle 5,Clavaxie 312.5 DT,u
Zylura 80,Gliflomet 500 + 5,u
Bronchilax,Pregalife,u
Eracef-S,Regivell,u
Ipracare,Angimet,u
Amlobloc Duo,Tramicet,u
Belket,Flammasul,u
Atussin,Talafil,u
Emzart 80,Acrolim 0.1,u
Geobactam-1.5,Torval H 320/12.5,u
Olandus ODT 5,Biemefrin,u
Tractoban,Obrex,u
J-Tinib,Esmazol,u
Engerix B,Pio-Source,u
Axbin,Folironplex,u
Fendexi,Omnicure-1,u
CFX-200,Awanay Forte,u
SPIRE,Amlobes,u
Zylura 80,Oxalivid 100,u
Floxsafe,Ivtig,u
Docxol,Mucoriz,u
Zefifarm,Decolgen,u
Ampic-500,Drenex,u
Dorexcef,Engerix B,u
Gliflomet 1000 + 10,Medzotam,u
Alozure,Genoxiclav,u
Trenaxin,Amapine V 5/160,u
Cerox,Procee Plus,u
Aldic,Belket,u
Gabasyn,Ekosart,u
Clofina,Gabasaph-300,u
Axbin,Telfast,u
Amlobloc Duo,Mentra 10,u
Haruvita,Clavaxie 312.5 DT,u
Amtacil,Xephyra 30,u
Esmazol,Voltaren Emulgel 12 Hours,u
Vomivert,Normabrain-800,u
GOMILLIN 500,Moxinova CV,u
Platikon,SPIRE,u
EC-Vit,Qortisol,u
Udcapro,Telminex-80,u
Telfast,Cerox,u
Tres,Sanoxime,u
Pio-Source,Vomivert,u
Saphmustin,Hepses,u
Gem Pan 1000,Kedar,u
Tazidem,Neurophrine,u
Syngly-4,Trimevasc,u
AMSUL,Nazogen,u
Eslo 20,F-ZEEN,u
Kedar,Ivtig,u
Docxol,Qortisol,u
AFM,CEFTAZIDEN,u
Bacracil,Olzitec,u
Acrolim 0.1,Belket,u
Rabaphen,Carbastal,u
Dimetapp DM Cold and Cough Elixir (Colour Free),Muskelax,u
Epribenz-10,Diclonac,u
Nervilor 150,Prebamin 150,u
Amikate,Glimesaph T4,u
Qortisol,Zeenate,u
Trimevasc,Nizoled-600,u
Vancokin,Cosopt,u
Alsea-E,Xaroban,u
Mupisur,CEFTAMED,u
Acetyphil,Ekosart,u
Glocare Plus,Flucopharm,u
Gabasyn,Epribenz-10,u
Cistovent,Lotadim,u
Dexplatin,Nutri-Aid,u
Regivell,Meditrexed-500,u
Belara,XAMIOL,u
Gem Pan 1000,Pranol,u
Tigilyn,Medicol I-400,u
XOVIRAL,Andros,u
CIFREM,Acetaffein,u
Acrolim 0.1,CEFTAMED,u
Livertiale,Lovaz,u
Tiradol,Gabasaph-300,u
Cetirid,Nicaright,u
Amlocare Plus,Eye Glo Relief,u
Cavsamir,Providol,u
Forair 250 DPI,Medzotam,u
Clavxytin,Ampisulmax,u
Acetaffein,Muconil,u
Xephyra 30,Cefukon-DS,u
Xephyra 30,Portemp,u
CIFREM,Zobexelle,u
Diflu,Zitabin-200,u
Silgram,Xaroban,u
Metdazid,Tigilyn,u
Tigilyn,Clavaxie 312.5 DT,u
Transderm-Nitro 5,Tazidem,u
Decolgen,Eopenem,u
Andros,Amlocare Plus,u
Olangem OD 20,Trenaxin,u
Zithrovic,Acetyphil,u
Olzitec,Livamin,u
Indirab,Insulyf-30/70 (Biphasic),u
Qortisol,Thiosol,u
XOVIRAL,Valazyd AM 10/160,u
Simbrinza,ARB,u
Roxxin,Saphylline,u
Axbin,Fixcure,u
Ceftris,Clonisaph-Inf,u
Pause 500,Stanis,u
Decolgen,Eslo 20,u
Engerix B,Medzotam,u
Providol,Apcee,u
Amapine V 5/160,Dafenac,u
Acuvis,Asvimol,u
Medicol I-400,Telminex-80,u
Piperwell,Giran-16,u
Frenvo,Cosimetz,u
Rifoxane,Piorance-15,u
Xafariv 15,Triloupe,u
Cefiden,Martham,u
Livertiale,Maxi-Peel Solution No. 4,u
Symdex-D Forte,Regivell,u
Prazkon,Lovaz,u
Lovaz,Flazole,u
Flammasul,Mupisur,u
Axbin,Lovaz,u
Colvan,Nicaright,u
Hycortil,Profmax,u
Nervilor 150,Lotrilip,u
Acrolim 0.1,Mupifer-C,u
Drenex,Xaroban,u
Bico-120,HES-130,u
Josilvite,Frenvo,u
Duphalac,Accetaxime,u
Vigadexa,Parabufen,u
Cortef-250,Saphciferol-2000,u
Duphalac,Eopenem,u
Feravin,Drexabion,u
XOVIRAL,Gotazo IV,u
Mucolyptus,Portemp,u
Torval H 320/12.5,Emzart 80,u
Frenvo,Profmax,u
Zefifarm,Zithrovic,u
Muskelax,Accetaxime,u
Decolgen,Nebstyle 5,u
Cetirid,Zolid Plus,u
Moxinova CV,Ezz-C,u
Depamax,Mentra 10,u
Diakon MR,Ampic-500,u
Stanis,Gabasaph-300,u
Medifortan-C Plus Zinc,Dorzodin Plus,u
Clopres,Udcapro,u
Voltaren Emulgel 12 Hours,Axbin,u
Prozin,Bico-120,u
Lotrilip,Amikate,u
Enervon C,Gotazo IV,u
Sitixime,Acetaffein,u
Sanoxime,Saphciferol-2000,u
Saphylline,Apcee,u
Arcimet,Eye Glo Relief,u
Euroxime,Frenvo,u
Metdazid,Providol,u
Zudicort,Urogen,u
Flovidiazine,Cilosol 50,u
Simbrinza,Kodex,u
Levesaph,Platikon,u
Linesave,Dilantin,u
Norash,Flucopharm,u
Elifer,Klomif,u
Drenex,Welzpime 1000,u
Cosimetz,Maxitron,u
Zeenate,Irbenov-300,u
Oxalivid 100,Hepamedica,u
Zolvar,Profmax,u
Irebevex 150,Avax,u
Valazyd AM 10/160,Trimevasc,u
Coxigen-60,Biozart 50,u
Parkimet CR,AMSUL,u
Sanoxime,Stanis,u
Zobexelle,DIPP-4 PLUS,u
Clopres,Xephyra 30,u
Pranol,Omnicure-1,u
HES-130,Asterol,u
Tramicet,Avax,u
Vancokin,Krijenta,u
DIPP-4 PLUS,Maxi-Peel Solution No. 4,u
Cosimetz,Geobactam-1.5,u
Irbevex 300,Ibles,u
Zerone-Sul,Clofina,u
Rixan 20,Flovidiazine,u
Clopres,Healthcare Paracetamol (For Export Only),u
Krijenta,Zithrovic,u
Histakon,Polynerv 1000,u
Zincsulsaph,BRILIPAN-20,u
Astrofen,Sinustap,u
Bacracil,Tylin,u
Esmazol,Emzart 80,u
Sofenac,Olangem OD 20,u
Biozart 50,Vertisaph-8,u
Ursodynova 300,Geobactam-1.5,u
Bacracil,Zerone-Sul,u
Klomif,Roxime,u
Flucopharm,Flovidiazine,u
Cefiden,Siderfol,u
Asvimol,Ipracare,u
Levesaph,Nervilor 150,u
Latosil,Anifer,u
Cortef-250,Accetaxime,u
Biemefrin,Goxy Inj,u
Zenkast,Haruvita,u
Cortef-250,Piperwell,u
Klomif,Irbenov-300,u
Plogrel,Torval-80,u
Ecolide,Amikate,u
Bactezole,Neo-Synalar 10,u
Pregalife,Zerone-Sul,u
Plogrel,Preven-Z Gold,u
Maalum,Prixanep-500,u
Symdex-D Forte,Voricoz,u
CEFTAMED,Ibles,u
Gofuroxime,Irbevex 300,u
Rixan 20,Bronchilax,u
Voriz,Tigilyn,u
Cerin-250,Latosil,u
Anplat,Nutri-Aid,u
Genoxiclav,Zefifarm,u
Biemefrin,Folart,u
Telminex-80,Tres,u
Mupifer-C,Monphevin,u
SUREF,Diflu,u
Biemefrin,Nazogen,u
AMSUL,Irbenov-300,u
Emepraz-40,Clavaxie 312.5 DT,u
Sybromex,XAMIOL,u
Diflu,Dafenac,u
Ambrogen,Zolid Plus,u
Roxxin,CEFTAMED,u
Ekosart,Pause 500,u
Hepamedica,Gabasaph-300,u
Folironplex,Stanis,u
Dafenac,Glocare Plus,u
Medwin,Zefifarm,u
Fixcure,Propravest,u
Medicol I-400,Colvan,u
Metdazid,Ranipen,u
Nicaright,Robitussin EX,u
Sybromex,Diclonac,u
Gotazo IV,Xephyra 30,u
CIFREM,Profmax,u
Valcef,Cerin-250,u
Milgesic Forte,Tacroz Forte,u
Accetaxime,Piorance-15,u
Vancokin,Glyhart,u
Axbin,Voriz,u
Amikate,Roxxin,u
Levesaph,Lotrilip,u
Vomivert,Medifortan-C Plus Zinc,u
Xet 20,Bronchonov,u
Sitixime,Hyolax,u
Medicol I-400,Emizole,u
Capeceen,Forair 250 DPI,u
Cordizar,Clofina,u
Valazyd AM 10/160,Docxol,u
Apilone,Accetaxime,u
